NAMEID,Birth,Variable,COU,Country,Year,Value
TON,Tonga,Outflows of foreign population by nationality,AUS,Australia,2012,29
TON,Tonga,Outflows of foreign population by nationality,AUT,Austria,2012,1
TON,Tonga,Outflows of foreign population by nationality,DNK,Denmark,2012,0
TON,Tonga,Outflows of foreign population by nationality,NZL,New Zealand,2012,288
TON,Tonga,Outflows of foreign population by nationality,CHE,Switzerland,2012,1
TON,Tonga,Outflows of foreign population by nationality,FIN,Finland,2012,0
TON,Tonga,Outflows of foreign population by nationality,ESP,Spain,2012,1
TON,Tonga,Outflows of foreign population by nationality,ISL,Iceland,2012,0
TON,Tonga,Outflows of foreign population by nationality,KOR,Korea,2012,1
TON,Tonga,Outflows of foreign population by nationality,ITA,Italy,2012,0
TON,Tonga,Outflows of foreign population by nationality,HUN,Hungary,2012,0
TON,Tonga,Outflows of foreign population by nationality,DEU,Germany,2012,3
TON,Tonga,Outflows of foreign population by nationality,JPN,Japan,2012,48
TON,Tonga,Outflows of foreign population by nationality,NOR,Norway,2012,0
TON,Tonga,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
TON,Tonga,Outflows of foreign population by nationality,SWE,Sweden,2012,0
TOT,Total,Outflows of foreign population by nationality,AUS,Australia,2012,29828
TOT,Total,Outflows of foreign population by nationality,AUT,Austria,2012,74394
TOT,Total,Outflows of foreign population by nationality,BEL,Belgium,2012,59930
TOT,Total,Outflows of foreign population by nationality,CZE,Czech Republic,2012,20005
TOT,Total,Outflows of foreign population by nationality,DNK,Denmark,2012,29098
TOT,Total,Outflows of foreign population by nationality,FIN,Finland,2012,4226
TOT,Total,Outflows of foreign population by nationality,DEU,Germany,2012,578759
TOT,Total,Outflows of foreign population by nationality,HUN,Hungary,2012,9916
TOT,Total,Outflows of foreign population by nationality,ISL,Iceland,2012,2210
TOT,Total,Outflows of foreign population by nationality,IRL,Ireland,2012,40600
TOT,Total,Outflows of foreign population by nationality,ITA,Italy,2012,38218
TOT,Total,Outflows of foreign population by nationality,JPN,Japan,2012,219373
TOT,Total,Outflows of foreign population by nationality,KOR,Korea,2012,290043
TOT,Total,Outflows of foreign population by nationality,LUX,Luxembourg,2012,8598
TOT,Total,Outflows of foreign population by nationality,NLD,Netherlands,2012,80762
TOT,Total,Outflows of foreign population by nationality,NZL,New Zealand,2012,24366
TOT,Total,Outflows of foreign population by nationality,NOR,Norway,2012,21298
TOT,Total,Outflows of foreign population by nationality,SVK,Slovak Republic,2012,2003
TOT,Total,Outflows of foreign population by nationality,ESP,Spain,2012,320657
TOT,Total,Outflows of foreign population by nationality,SWE,Sweden,2012,26631
TOT,Total,Outflows of foreign population by nationality,CHE,Switzerland,2012,65858
TOT,Total,Outflows of foreign population by nationality,GBR,United Kingdom,2012,165000
TOT,Total,Outflows of foreign population by nationality,EST,Estonia,2012,351
TOT,Total,Outflows of foreign population by nationality,SVN,Slovenia,2012,1703
TTO,Trinidad and Tobago,Outflows of foreign population by nationality,FIN,Finland,2012,0
TTO,Trinidad and Tobago,Outflows of foreign population by nationality,DEU,Germany,2012,22
TTO,Trinidad and Tobago,Outflows of foreign population by nationality,HUN,Hungary,2012,0
TTO,Trinidad and Tobago,Outflows of foreign population by nationality,ISL,Iceland,2012,0
TTO,Trinidad and Tobago,Outflows of foreign population by nationality,ITA,Italy,2012,0
TTO,Trinidad and Tobago,Outflows of foreign population by nationality,JPN,Japan,2012,44
TTO,Trinidad and Tobago,Outflows of foreign population by nationality,KOR,Korea,2012,2
TTO,Trinidad and Tobago,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
TTO,Trinidad and Tobago,Outflows of foreign population by nationality,NLD,Netherlands,2012,11
TTO,Trinidad and Tobago,Outflows of foreign population by nationality,NZL,New Zealand,2012,4
TTO,Trinidad and Tobago,Outflows of foreign population by nationality,NOR,Norway,2012,5
TTO,Trinidad and Tobago,Outflows of foreign population by nationality,ESP,Spain,2012,10
TTO,Trinidad and Tobago,Outflows of foreign population by nationality,SWE,Sweden,2012,9
TTO,Trinidad and Tobago,Outflows of foreign population by nationality,CHE,Switzerland,2012,1
TTO,Trinidad and Tobago,Outflows of foreign population by nationality,AUT,Austria,2012,1
TTO,Trinidad and Tobago,Outflows of foreign population by nationality,DNK,Denmark,2012,4
TTO,Trinidad and Tobago,Outflows of foreign population by nationality,AUS,Australia,2012,14
TUN,Tunisia,Outflows of foreign population by nationality,AUS,Australia,2012,10
TUN,Tunisia,Outflows of foreign population by nationality,AUT,Austria,2012,132
TUN,Tunisia,Outflows of foreign population by nationality,BEL,Belgium,2012,154
TUN,Tunisia,Outflows of foreign population by nationality,DNK,Denmark,2012,6
TUN,Tunisia,Outflows of foreign population by nationality,FIN,Finland,2012,10
TUN,Tunisia,Outflows of foreign population by nationality,DEU,Germany,2012,1580
TUN,Tunisia,Outflows of foreign population by nationality,HUN,Hungary,2012,2
TUN,Tunisia,Outflows of foreign population by nationality,ISL,Iceland,2012,1
TUN,Tunisia,Outflows of foreign population by nationality,ITA,Italy,2012,676
TUN,Tunisia,Outflows of foreign population by nationality,JPN,Japan,2012,97
TUN,Tunisia,Outflows of foreign population by nationality,KOR,Korea,2012,27
TUN,Tunisia,Outflows of foreign population by nationality,LUX,Luxembourg,2012,21
TUN,Tunisia,Outflows of foreign population by nationality,NLD,Netherlands,2012,35
TUN,Tunisia,Outflows of foreign population by nationality,NOR,Norway,2012,12
TUN,Tunisia,Outflows of foreign population by nationality,ESP,Spain,2012,166
TUN,Tunisia,Outflows of foreign population by nationality,SWE,Sweden,2012,28
TUN,Tunisia,Outflows of foreign population by nationality,CHE,Switzerland,2012,151
TUN,Tunisia,Outflows of foreign population by nationality,SVN,Slovenia,2012,3
TUR,Turkey,Outflows of foreign population by nationality,AUS,Australia,2012,402
TUR,Turkey,Outflows of foreign population by nationality,AUT,Austria,2012,3151
TUR,Turkey,Outflows of foreign population by nationality,BEL,Belgium,2012,1249
TUR,Turkey,Outflows of foreign population by nationality,CZE,Czech Republic,2012,110
TUR,Turkey,Outflows of foreign population by nationality,DNK,Denmark,2012,503
TUR,Turkey,Outflows of foreign population by nationality,FIN,Finland,2012,68
TUR,Turkey,Outflows of foreign population by nationality,DEU,Germany,2012,27725
TUR,Turkey,Outflows of foreign population by nationality,HUN,Hungary,2012,100
TUR,Turkey,Outflows of foreign population by nationality,ISL,Iceland,2012,0
TUR,Turkey,Outflows of foreign population by nationality,ITA,Italy,2012,195
TUR,Turkey,Outflows of foreign population by nationality,JPN,Japan,2012,786
TUR,Turkey,Outflows of foreign population by nationality,KOR,Korea,2012,346
TUR,Turkey,Outflows of foreign population by nationality,LUX,Luxembourg,2012,19
TUR,Turkey,Outflows of foreign population by nationality,NLD,Netherlands,2012,2415
TUR,Turkey,Outflows of foreign population by nationality,NZL,New Zealand,2012,19
TUR,Turkey,Outflows of foreign population by nationality,NOR,Norway,2012,176
TUR,Turkey,Outflows of foreign population by nationality,ESP,Spain,2012,433
TUR,Turkey,Outflows of foreign population by nationality,SWE,Sweden,2012,420
TUR,Turkey,Outflows of foreign population by nationality,CHE,Switzerland,2012,1080
TUR,Turkey,Outflows of foreign population by nationality,GBR,United Kingdom,2012,1000
TUR,Turkey,Outflows of foreign population by nationality,SVN,Slovenia,2012,3
TKM,Turkmenistan,Outflows of foreign population by nationality,AUS,Australia,2012,0
TKM,Turkmenistan,Outflows of foreign population by nationality,AUT,Austria,2012,18
TKM,Turkmenistan,Outflows of foreign population by nationality,DNK,Denmark,2012,1
TKM,Turkmenistan,Outflows of foreign population by nationality,FIN,Finland,2012,0
TKM,Turkmenistan,Outflows of foreign population by nationality,DEU,Germany,2012,105
TKM,Turkmenistan,Outflows of foreign population by nationality,HUN,Hungary,2012,0
TKM,Turkmenistan,Outflows of foreign population by nationality,ITA,Italy,2012,0
TKM,Turkmenistan,Outflows of foreign population by nationality,JPN,Japan,2012,42
TKM,Turkmenistan,Outflows of foreign population by nationality,KOR,Korea,2012,12
TKM,Turkmenistan,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
TKM,Turkmenistan,Outflows of foreign population by nationality,NLD,Netherlands,2012,1
TKM,Turkmenistan,Outflows of foreign population by nationality,NOR,Norway,2012,2
TKM,Turkmenistan,Outflows of foreign population by nationality,ESP,Spain,2012,0
TKM,Turkmenistan,Outflows of foreign population by nationality,SWE,Sweden,2012,0
TKM,Turkmenistan,Outflows of foreign population by nationality,CHE,Switzerland,2012,1
TUV,Tuvalu,Outflows of foreign population by nationality,AUT,Austria,2012,0
TUV,Tuvalu,Outflows of foreign population by nationality,FIN,Finland,2012,0
TUV,Tuvalu,Outflows of foreign population by nationality,DEU,Germany,2012,60
TUV,Tuvalu,Outflows of foreign population by nationality,HUN,Hungary,2012,0
TUV,Tuvalu,Outflows of foreign population by nationality,JPN,Japan,2012,24
TUV,Tuvalu,Outflows of foreign population by nationality,KOR,Korea,2012,2
TUV,Tuvalu,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
TUV,Tuvalu,Outflows of foreign population by nationality,NZL,New Zealand,2012,25
TUV,Tuvalu,Outflows of foreign population by nationality,NOR,Norway,2012,0
TUV,Tuvalu,Outflows of foreign population by nationality,ESP,Spain,2012,1
TUV,Tuvalu,Outflows of foreign population by nationality,SWE,Sweden,2012,0
TUV,Tuvalu,Outflows of foreign population by nationality,CHE,Switzerland,2012,0
UGA,Uganda,Outflows of foreign population by nationality,AUS,Australia,2012,18
UGA,Uganda,Outflows of foreign population by nationality,AUT,Austria,2012,20
UGA,Uganda,Outflows of foreign population by nationality,DNK,Denmark,2012,33
UGA,Uganda,Outflows of foreign population by nationality,FIN,Finland,2012,3
UGA,Uganda,Outflows of foreign population by nationality,DEU,Germany,2012,123
UGA,Uganda,Outflows of foreign population by nationality,HUN,Hungary,2012,0
UGA,Uganda,Outflows of foreign population by nationality,ISL,Iceland,2012,2
UGA,Uganda,Outflows of foreign population by nationality,ITA,Italy,2012,1
UGA,Uganda,Outflows of foreign population by nationality,JPN,Japan,2012,183
UGA,Uganda,Outflows of foreign population by nationality,KOR,Korea,2012,52
UGA,Uganda,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
UGA,Uganda,Outflows of foreign population by nationality,NLD,Netherlands,2012,48
UGA,Uganda,Outflows of foreign population by nationality,NZL,New Zealand,2012,1
UGA,Uganda,Outflows of foreign population by nationality,NOR,Norway,2012,55
UGA,Uganda,Outflows of foreign population by nationality,ESP,Spain,2012,7
UGA,Uganda,Outflows of foreign population by nationality,CHE,Switzerland,2012,9
UGA,Uganda,Outflows of foreign population by nationality,SWE,Sweden,2012,26
UKR,Ukraine,Outflows of foreign population by nationality,AUS,Australia,2012,70
UKR,Ukraine,Outflows of foreign population by nationality,AUT,Austria,2012,513
UKR,Ukraine,Outflows of foreign population by nationality,BEL,Belgium,2012,174
UKR,Ukraine,Outflows of foreign population by nationality,CZE,Czech Republic,2012,7733
UKR,Ukraine,Outflows of foreign population by nationality,DNK,Denmark,2012,919
UKR,Ukraine,Outflows of foreign population by nationality,FIN,Finland,2012,26
UKR,Ukraine,Outflows of foreign population by nationality,DEU,Germany,2012,4074
UKR,Ukraine,Outflows of foreign population by nationality,HUN,Hungary,2012,474
UKR,Ukraine,Outflows of foreign population by nationality,ISL,Iceland,2012,4
UKR,Ukraine,Outflows of foreign population by nationality,ITA,Italy,2012,1440
UKR,Ukraine,Outflows of foreign population by nationality,JPN,Japan,2012,783
UKR,Ukraine,Outflows of foreign population by nationality,KOR,Korea,2012,484
UKR,Ukraine,Outflows of foreign population by nationality,LUX,Luxembourg,2012,14
UKR,Ukraine,Outflows of foreign population by nationality,NLD,Netherlands,2012,231
UKR,Ukraine,Outflows of foreign population by nationality,NZL,New Zealand,2012,15
UKR,Ukraine,Outflows of foreign population by nationality,NOR,Norway,2012,121
UKR,Ukraine,Outflows of foreign population by nationality,SVK,Slovak Republic,2012,1
UKR,Ukraine,Outflows of foreign population by nationality,ESP,Spain,2012,4650
UKR,Ukraine,Outflows of foreign population by nationality,SWE,Sweden,2012,77
UKR,Ukraine,Outflows of foreign population by nationality,CHE,Switzerland,2012,278
UKR,Ukraine,Outflows of foreign population by nationality,SVN,Slovenia,2012,44
ARE,United Arab Emirates,Outflows of foreign population by nationality,AUS,Australia,2012,55
ARE,United Arab Emirates,Outflows of foreign population by nationality,AUT,Austria,2012,21
ARE,United Arab Emirates,Outflows of foreign population by nationality,DNK,Denmark,2012,0
ARE,United Arab Emirates,Outflows of foreign population by nationality,FIN,Finland,2012,0
ARE,United Arab Emirates,Outflows of foreign population by nationality,DEU,Germany,2012,586
ARE,United Arab Emirates,Outflows of foreign population by nationality,HUN,Hungary,2012,0
ARE,United Arab Emirates,Outflows of foreign population by nationality,ISL,Iceland,2012,0
ARE,United Arab Emirates,Outflows of foreign population by nationality,ITA,Italy,2012,0
ARE,United Arab Emirates,Outflows of foreign population by nationality,JPN,Japan,2012,50
ARE,United Arab Emirates,Outflows of foreign population by nationality,KOR,Korea,2012,24
ARE,United Arab Emirates,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
ARE,United Arab Emirates,Outflows of foreign population by nationality,NLD,Netherlands,2012,5
ARE,United Arab Emirates,Outflows of foreign population by nationality,NZL,New Zealand,2012,10
ARE,United Arab Emirates,Outflows of foreign population by nationality,NOR,Norway,2012,2
ARE,United Arab Emirates,Outflows of foreign population by nationality,ESP,Spain,2012,9
ARE,United Arab Emirates,Outflows of foreign population by nationality,SWE,Sweden,2012,14
ARE,United Arab Emirates,Outflows of foreign population by nationality,CHE,Switzerland,2012,7
GBR,United Kingdom,Outflows of foreign population by nationality,AUS,Australia,2012,5528
GBR,United Kingdom,Outflows of foreign population by nationality,AUT,Austria,2012,1042
GBR,United Kingdom,Outflows of foreign population by nationality,BEL,Belgium,2012,2210
GBR,United Kingdom,Outflows of foreign population by nationality,CZE,Czech Republic,2012,34
GBR,United Kingdom,Outflows of foreign population by nationality,DNK,Denmark,2012,749
GBR,United Kingdom,Outflows of foreign population by nationality,FIN,Finland,2012,165
GBR,United Kingdom,Outflows of foreign population by nationality,DEU,Germany,2012,7028
GBR,United Kingdom,Outflows of foreign population by nationality,HUN,Hungary,2012,136
GBR,United Kingdom,Outflows of foreign population by nationality,ISL,Iceland,2012,81
GBR,United Kingdom,Outflows of foreign population by nationality,IRL,Ireland,2012,3500
GBR,United Kingdom,Outflows of foreign population by nationality,ITA,Italy,2012,786
